,County FA,Region,Club Name,Club PFF ID,Accreditation Status,Star Level,Affiliated Teams,Affiliated Teams Banding,Club Type,Club Sub Type,Parent or Child Club?,Parent Club PFF ID,WGS Club ID,Club Main Ground,Address,Town,Authority,Postcode,PitchFinder ID,Longitude,Latitude,PAR23CD,Subteams
10,Cornwall FA,West,HMS Raleigh,106166,Non Accredited,0,1,1-4,Club,GRF,Parent,,0db18e68-762c-ee11-81cc-005056bc5e93,HMS RALEIGH GYMNASIUM (HM FORCES),,Torpoint,Cornwall,PL11 2PD,1103632,-4.22494,50.37363,E04011591,"                   Club Name    Team Name Club Sub Type Team Age Group  \
Club PFF ID                                                              
106166      326  HMS Raleigh  HMS Raleigh           GRF           Open   

                Adult or Youth Team? Team Gender Team Disability Type  \
Club PFF ID                                                             
106166      326                Adult        Male        NonDisability   

                Team Football Level Team Match Category Team Type  \
Club PFF ID                                                         
106166      326             Non-NLS               11v11  Football   

                                 League  
Club PFF ID                              
106166      326  Devon Wednesday League  "
11,Cornwall FA,West,Torpoint Athletic Youth FC,79940,In Progress,1,10,5-10,Club,GRF,Parent,,38e670e1-1480-e311-8b4d-001e4f28882a,HMS RALEIGH GYMNASIUM (HM FORCES),,Torpoint,Cornwall,PL11 2PD,1103632,-4.22394,50.37363,E04011591,"                                  Club Name    Team Name Club Sub Type  \
Club PFF ID                                                              
79940       817  Torpoint Athletic Youth FC          NaN           GRF   
            818  Torpoint Athletic Youth FC          NaN           GRF   
            819  Torpoint Athletic Youth FC          NaN           GRF   
            820  Torpoint Athletic Youth FC          NaN           GRF   
            821  Torpoint Athletic Youth FC        Maker           GRF   
            822  Torpoint Athletic Youth FC       Penlee           GRF   
            823  Torpoint Athletic Youth FC     Penntorr           GRF   
            824  Torpoint Athletic Youth FC        Tamar           GRF   
            825  Torpoint Athletic Youth FC    Tregantle           GRF   
            826  Torpoint Athletic Youth FC  Tregonhawke           GRF   

                Team Age Group Adult or Youth Team? Team Gender  \
Club PFF ID                                                       
79940       817            U14                Youth       Mixed   
            818            U18                Youth        Male   
            819            U16                Youth       Mixed   
            820            U13                Youth       Mixed   
            821            U11                Youth        Male   
            822            U11                Youth       Mixed   
            823            U15                Youth       Mixed   
            824            U15                Youth       Mixed   
            825            U12                Youth        Male   
            826            U12                Youth       Mixed   

                Team Disability Type Team Football Level Team Match Category  \
Club PFF ID                                                                    
79940       817        NonDisability             Non-NLS               11v11   
            818        NonDisability             Non-NLS               11v11   
            819        NonDisability             Non-NLS               11v11   
            820        NonDisability             Non-NLS               11v11   
            821        NonDisability             Non-NLS                 9v9   
            822        NonDisability             Non-NLS                 9v9   
            823        NonDisability             Non-NLS               11v11   
            824        NonDisability             Non-NLS               11v11   
            825        NonDisability             Non-NLS                 9v9   
            826        NonDisability             Non-NLS                 9v9   

                Team Type                                 League  
Club PFF ID                                                       
79940       817  Football  Adrenalin Devon Junior & Minor League  
            818  Football  Adrenalin Devon Junior & Minor League  
            819  Football  Adrenalin Devon Junior & Minor League  
            820  Football  Adrenalin Devon Junior & Minor League  
            821  Football  Adrenalin Devon Junior & Minor League  
            822  Football  Adrenalin Devon Junior & Minor League  
            823  Football  Adrenalin Devon Junior & Minor League  
            824  Football  Adrenalin Devon Junior & Minor League  
            825  Football  Adrenalin Devon Junior & Minor League  
            826  Football  Adrenalin Devon Junior & Minor League  "
12,Cornwall FA,West,Torpoint Athletic,79941,In Progress,1,3,1-4,Club,NLS 5-6,Parent,,039574d5-1480-e311-8b4d-001e4f28882a,THE MILL,TORPOINT AFC MILL LANE,Torpoint,Cornwall,PL11 2RE,6020471,-4.20718,50.37282,E04011591,"                         Club Name Team Name Club Sub Type Team Age Group  \
Club PFF ID                                                                 
79941       814  Torpoint Athletic       1st       NLS 5-6           Open   
            815  Torpoint Athletic       2nd       NLS 5-6           Open   
            816  Torpoint Athletic       3rd       NLS 5-6           Open   

                Adult or Youth Team? Team Gender Team Disability Type  \
Club PFF ID                                                             
79941       814                Adult        Male        NonDisability   
            815                Adult        Male        NonDisability   
            816                Adult        Male        NonDisability   

                Team Football Level Team Match Category Team Type  \
Club PFF ID                                                         
79941       814              Step 5               11v11  Football   
            815              Step 7               11v11  Football   
            816             Non-NLS               11v11  Football   

                                   League  
Club PFF ID                                
79941       814   Western Football League  
            815  St Piran Football League  
            816  St Piran Football League  "
13,Cornwall FA,West,Saltash Youth,77310,Accredited,1,4,1-4,Club,GRF,Child,78762.0,d39ad6e7-1480-e311-8b4d-001e4f28882a,CHAPEL FIELD,Prospect Lane,SALTASH,Cornwall,PL12 4JN,6007822,-4.23562,50.4114099,E04011519,"                     Club Name      Team Name Club Sub Type Team Age Group  \
Club PFF ID                                                                  
77310       631  Saltash Youth            NaN           GRF            U16   
            632  Saltash Youth            NaN           GRF            U12   
            633  Saltash Youth  Saltash youth           GRF            U10   
            634  Saltash Youth         Tigers           GRF            U14   

                Adult or Youth Team? Team Gender Team Disability Type  \
Club PFF ID                                                             
77310       631                Youth       Mixed        NonDisability   
            632                Youth      Female        NonDisability   
            633                Youth      Female        NonDisability   
            634                Youth      Female        NonDisability   

                Team Football Level Team Match Category Team Type  \
Club PFF ID                                                         
77310       631             Non-NLS               11v11  Football   
            632             Non-NLS                 9v9  Football   
            633             Non-NLS                 7v7  Football   
            634             Non-NLS               11v11  Football   

                                                League  
Club PFF ID                                             
77310       631  Adrenalin Devon Junior & Minor League  
            632  Adrenalin Devon Junior & Minor League  
            633  Adrenalin Devon Junior & Minor League  
            634  Adrenalin Devon Junior & Minor League  "
14,Cornwall FA,West,Saltash United,77308,In Progress,2,5,5-10,Club,NLS 5-6,Parent,,e29474d5-1480-e311-8b4d-001e4f28882a,WATERWAYS STADIUM,KIMBERLEY STADIUM CALLINGTON ROAD,SALTASH,Cornwall,PL12 6DX,6007766,-4.219262133333333,50.4098482,E04011519,"                      Club Name     Team Name Club Sub Type Team Age Group  \
Club PFF ID                                                                  
77308       600  Saltash United           1st       NLS 5-6           Open   
            601  Saltash United           2nd       NLS 5-6           Open   
            602  Saltash United           3rd       NLS 5-6           Open   
            603  Saltash United  Championship       NLS 5-6           Open   
            604  Saltash United       Premier       NLS 5-6           Open   

                Adult or Youth Team? Team Gender Team Disability Type  \
Club PFF ID                                                             
77308       600                Adult        Male        NonDisability   
            601                Adult        Male        NonDisability   
            602                Adult        Male        NonDisability   
            603                Adult       Mixed        PanDisability   
            604                Adult        Male        PanDisability   

                Team Football Level Team Match Category Team Type  \
Club PFF ID                                                         
77308       600              Step 5               11v11  Football   
            601              Step 7               11v11  Football   
            602             Non-NLS               11v11  Football   
            603             Non-NLS                 5v5  Football   
            604             Non-NLS                 5v5  Football   

                                              League  
Club PFF ID                                           
77308       600              Western Football League  
            601             St Piran Football League  
            602             St Piran Football League  
            603  Cornwall disAbility Football League  
            604  Cornwall disAbility Football League  "
15,Cornwall FA,West,Saltash United Juniors,77309,In Progress,2,25,21-30,Club,GRF,Child,77308.0,90e670e1-1480-e311-8b4d-001e4f28882a,WARFELTON SPORTS FIELD,CALLINGTON ROAD,SALTASH,Cornwall,PL12 6DX,6007860,-4.218262133333333,50.4098482,E04011519,"                              Club Name   Team Name Club Sub Type  \
Club PFF ID                                                         
77309       605  Saltash United Juniors       Ashes           GRF   
            606  Saltash United Juniors    Bulldogs           GRF   
            607  Saltash United Juniors    Panthers           GRF   
            608  Saltash United Juniors       Tamar           GRF   
            609  Saltash United Juniors      Cobras           GRF   
            610  Saltash United Juniors     Dragons           GRF   
            611  Saltash United Juniors     Dynamos           GRF   
            612  Saltash United Juniors      Eagles           GRF   
            613  Saltash United Juniors      Flames           GRF   
            614  Saltash United Juniors  Hurricanes           GRF   
            615  Saltash United Juniors     Jaguars           GRF   
            616  Saltash United Juniors   Lionesses           GRF   
            617  Saltash United Juniors     Pythons           GRF   
            618  Saltash United Juniors     Raiders           GRF   
            619  Saltash United Juniors      Rebels           GRF   
            620  Saltash United Juniors        Reds           GRF   
            621  Saltash United Juniors      Saints           GRF   
            622  Saltash United Juniors      Sharks           GRF   
            623  Saltash United Juniors    Strikers           GRF   
            624  Saltash United Juniors      Tigers           GRF   
            625  Saltash United Juniors      Titans           GRF   
            626  Saltash United Juniors    Trematon           GRF   
            627  Saltash United Juniors    Warriors           GRF   
            628  Saltash United Juniors    Wildcats           GRF   
            629  Saltash United Juniors      Wolves           GRF   

                Team Age Group Adult or Youth Team? Team Gender  \
Club PFF ID                                                       
77309       605            U11                Youth       Mixed   
            606            U10                Youth       Mixed   
            607            U13                Youth       Mixed   
            608            U12                Youth       Mixed   
            609             U9                Youth       Mixed   
            610            U18                Youth        Male   
            611             U7                Youth       Mixed   
            612            U14                Youth       Mixed   
            613            U14                Youth      Female   
            614            U15                Youth       Mixed   
            615            U13                Youth       Mixed   
            616            U12                Youth      Female   
            617            U11                Youth       Mixed   
            618            U18                Youth        Male   
            619             U6                Youth       Mixed   
            620             U8                Youth       Mixed   
            621             U9                Youth        Male   
            622             U7                Youth       Mixed   
            623             U8                Youth       Mixed   
            624            U18                Youth       Mixed   
            625            U10                Youth        Male   
            626            U12                Youth       Mixed   
            627            U16                Youth        Male   
            628            U16                Youth      Female   
            629            U15                Youth       Mixed   

                Team Disability Type Team Football Level Team Match Category  \
Club PFF ID                                                                    
77309       605        NonDisability             Non-NLS                 9v9   
            606        NonDisability             Non-NLS                 7v7   
            607        NonDisability             Non-NLS               11v11   
            608        NonDisability             Non-NLS                 9v9   
            609        NonDisability             Non-NLS                 7v7   
            610        NonDisability             Non-NLS               11v11   
            611        NonDisability             Non-NLS                 5v5   
            612        NonDisability             Non-NLS               11v11   
            613        NonDisability             Non-NLS               11v11   
            614        NonDisability             Non-NLS               11v11   
            615        NonDisability             Non-NLS               11v11   
            616        NonDisability             Non-NLS                 9v9   
            617        NonDisability             Non-NLS                 9v9   
            618        NonDisability             Non-NLS               11v11   
            619        NonDisability             Non-NLS         Development   
            620        NonDisability             Non-NLS                 5v5   
            621        NonDisability             Non-NLS                 7v7   
            622        NonDisability             Non-NLS                 5v5   
            623        NonDisability             Non-NLS                 5v5   
            624        NonDisability             Non-NLS               11v11   
            625        NonDisability             Non-NLS                 7v7   
            626        NonDisability             Non-NLS                 9v9   
            627        NonDisability             Non-NLS               11v11   
            628        NonDisability             Non-NLS               11v11   
            629        NonDisability             Non-NLS               11v11   

                Team Type                                 League  
Club PFF ID                                                       
77309       605  Football  Adrenalin Devon Junior & Minor League  
            606  Football  Adrenalin Devon Junior & Minor League  
            607  Football  Adrenalin Devon Junior & Minor League  
            608  Football  Adrenalin Devon Junior & Minor League  
            609  Football  Adrenalin Devon Junior & Minor League  
            610  Football  Adrenalin Devon Junior & Minor League  
            611  Football  Adrenalin Devon Junior & Minor League  
            612  Football  Adrenalin Devon Junior & Minor League  
            613  Football  Adrenalin Devon Junior & Minor League  
            614  Football  Adrenalin Devon Junior & Minor League  
            615  Football  Adrenalin Devon Junior & Minor League  
            616  Football  Adrenalin Devon Junior & Minor League  
            617  Football  Adrenalin Devon Junior & Minor League  
            618  Football  Adrenalin Devon Junior & Minor League  
            619  Football                                    NaN  
            620  Football  Adrenalin Devon Junior & Minor League  
            621  Football  Adrenalin Devon Junior & Minor League  
            622  Football                                    NaN  
            623  Football  Adrenalin Devon Junior & Minor League  
            624  Football         Cornwall Youth Football League  
            625  Football  Adrenalin Devon Junior & Minor League  
            626  Football  Adrenalin Devon Junior & Minor League  
            627  Football  Adrenalin Devon Junior & Minor League  
            628  Football  Adrenalin Devon Junior & Minor League  
            629  Football  Adrenalin Devon Junior & Minor League  "
16,Cornwall FA,West,Saltash United Women,90443,In Progress,2,1,1-4,Club,GRF,Child,77308.0,a36616c2-89dc-ea11-b3cf-005056bc2dbb,WATERWAYS STADIUM,KIMBERLEY STADIUM CALLINGTON ROAD,SALTASH,Cornwall,PL12 6DX,6007766,-4.2172621333333336,50.4098482,E04011519,"                            Club Name Team Name Club Sub Type Team Age Group  \
Club PFF ID                                                                    
90443       630  Saltash United Women       1st           GRF           Open   

                Adult or Youth Team? Team Gender Team Disability Type  \
Club PFF ID                                                             
90443       630                Adult      Female        NonDisability   

                                  Team Football Level Team Match Category  \
Club PFF ID                                                                 
90443       630  Tier 6 Womens Regional Leagues Other               11v11   

                Team Type                              League  
Club PFF ID                                                    
90443       630  Football  South West Women's Football League  "
17,Cornwall FA,West,Saltash Borough,78762,Accredited,1,1,1-4,Club,GRF,Parent,,d38c71db-1480-e311-8b4d-001e4f28882a,SALTMILL PARK,"SALTMILL ALL WEATHER PITCH, CHANGING ROOMS AND PREMISES SALT MILL",SALTASH,Cornwall,PL12 6LG,1042281,-4.21594,50.41517,E04011519,"                       Club Name Team Name Club Sub Type Team Age Group  \
Club PFF ID                                                               
78762       597  Saltash Borough       1st           GRF           Open   

                Adult or Youth Team? Team Gender Team Disability Type  \
Club PFF ID                                                             
78762       597                Adult        Male        NonDisability   

                Team Football Level Team Match Category Team Type  \
Club PFF ID                                                         
78762       597              Step 7               11v11  Football   

                                   League  
Club PFF ID                                
78762       597  St Piran Football League  "
18,Cornwall FA,West,Saltash Borough Veterans,89725,Accredited,1,1,1-4,Club,GRF,Child,78762.0,71ba5c19-56b5-ea11-b3cf-005056bc2dbb,SALTMILL PARK,"SALTMILL ALL WEATHER PITCH, CHANGING ROOMS AND PREMISES SALT MILL",SALTASH,Cornwall,PL12 6LG,1042281,-4.2149399999999995,50.41517,E04011519,"                                Club Name Team Name Club Sub Type  \
Club PFF ID                                                         
89725       598  Saltash Borough Veterans       1st           GRF   

                Team Age Group Adult or Youth Team? Team Gender  \
Club PFF ID                                                       
89725       598       Veterans                Adult        Male   

                Team Disability Type Team Football Level Team Match Category  \
Club PFF ID                                                                    
89725       598        NonDisability             Non-NLS               11v11   

                Team Type                    League  
Club PFF ID                                          
89725       598  Football  Cornwall Veterans League  "
19,Cornwall FA,West,Saltash Borough Women,87151,Accredited,1,1,1-4,Club,GRF,Child,78762.0,31591ec0-7974-e811-8915-005056bc2dbb,SALTMILL PARK,"SALTMILL ALL WEATHER PITCH, CHANGING ROOMS AND PREMISES SALT MILL",SALTASH,Cornwall,PL12 6LG,1042281,-4.21394,50.41517,E04011519,"                             Club Name Team Name Club Sub Type Team Age Group  \
Club PFF ID                                                                     
87151       599  Saltash Borough Women       1st           GRF           Open   

                Adult or Youth Team? Team Gender Team Disability Type  \
Club PFF ID                                                             
87151       599                Adult      Female        NonDisability   

                Team Football Level Team Match Category Team Type  \
Club PFF ID                                                         
87151       599             Non-NLS               11v11  Football   

                                           League  
Club PFF ID                                        
87151       599  Cornwall Women's Football League  "
