,County FA,Region,Club Name,Club PFF ID,Accreditation Status,Star Level,Affiliated Teams,Affiliated Teams Banding,Club Type,Club Sub Type,Parent or Child Club?,Parent Club PFF ID,WGS Club ID,Club Main Ground,Address,Town,Authority,Postcode,PitchFinder ID,Longitude,Latitude,PAR23CD,Subteams
10,Cornwall FA,West,HMS Raleigh,106166,Non Accredited,0,1,1-4,Club,GRF,Parent,,0db18e68-762c-ee11-81cc-005056bc5e93,HMS RALEIGH GYMNASIUM (HM FORCES),,Torpoint,Cornwall,PL11 2PD,1103632,-4.22494,50.37363,E04011591,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
HMS Raleigh,HMS Raleigh,GRF,Open,Adult,Male,NonDisability,Non-NLS,11v11,Football,Devon Wednesday League
"
11,Cornwall FA,West,Torpoint Athletic Youth FC,79940,In Progress,1,10,5-10,Club,GRF,Parent,,38e670e1-1480-e311-8b4d-001e4f28882a,HMS RALEIGH GYMNASIUM (HM FORCES),,Torpoint,Cornwall,PL11 2PD,1103632,-4.22394,50.37363,E04011591,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Torpoint Athletic Youth FC,,GRF,U14,Youth,Mixed,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Torpoint Athletic Youth FC,,GRF,U18,Youth,Male,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Torpoint Athletic Youth FC,,GRF,U16,Youth,Mixed,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Torpoint Athletic Youth FC,,GRF,U13,Youth,Mixed,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Torpoint Athletic Youth FC,Maker,GRF,U11,Youth,Male,NonDisability,Non-NLS,9v9,Football,Adrenalin Devon Junior & Minor League
Torpoint Athletic Youth FC,Penlee,GRF,U11,Youth,Mixed,NonDisability,Non-NLS,9v9,Football,Adrenalin Devon Junior & Minor League
Torpoint Athletic Youth FC,Penntorr,GRF,U15,Youth,Mixed,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Torpoint Athletic Youth FC,Tamar,GRF,U15,Youth,Mixed,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Torpoint Athletic Youth FC,Tregantle,GRF,U12,Youth,Male,NonDisability,Non-NLS,9v9,Football,Adrenalin Devon Junior & Minor League
Torpoint Athletic Youth FC,Tregonhawke,GRF,U12,Youth,Mixed,NonDisability,Non-NLS,9v9,Football,Adrenalin Devon Junior & Minor League
"
12,Cornwall FA,West,Torpoint Athletic,79941,In Progress,1,3,1-4,Club,NLS 5-6,Parent,,039574d5-1480-e311-8b4d-001e4f28882a,THE MILL,TORPOINT AFC MILL LANE,Torpoint,Cornwall,PL11 2RE,6020471,-4.20718,50.37282,E04011591,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Torpoint Athletic,1st,NLS 5-6,Open,Adult,Male,NonDisability,Step 5,11v11,Football,Western Football League
Torpoint Athletic,2nd,NLS 5-6,Open,Adult,Male,NonDisability,Step 7,11v11,Football,St Piran Football League
Torpoint Athletic,3rd,NLS 5-6,Open,Adult,Male,NonDisability,Non-NLS,11v11,Football,St Piran Football League
"
13,Cornwall FA,West,Saltash Youth,77310,Accredited,1,4,1-4,Club,GRF,Child,78762.0,d39ad6e7-1480-e311-8b4d-001e4f28882a,CHAPEL FIELD,Prospect Lane,SALTASH,Cornwall,PL12 4JN,6007822,-4.23562,50.4114099,E04011519,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Saltash Youth,,GRF,U16,Youth,Mixed,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Saltash Youth,,GRF,U12,Youth,Female,NonDisability,Non-NLS,9v9,Football,Adrenalin Devon Junior & Minor League
Saltash Youth,Saltash youth,GRF,U10,Youth,Female,NonDisability,Non-NLS,7v7,Football,Adrenalin Devon Junior & Minor League
Saltash Youth,Tigers,GRF,U14,Youth,Female,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
"
14,Cornwall FA,West,Saltash United,77308,In Progress,2,5,5-10,Club,NLS 5-6,Parent,,e29474d5-1480-e311-8b4d-001e4f28882a,WATERWAYS STADIUM,KIMBERLEY STADIUM CALLINGTON ROAD,SALTASH,Cornwall,PL12 6DX,6007766,-4.219262133333333,50.4098482,E04011519,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Saltash United,1st,NLS 5-6,Open,Adult,Male,NonDisability,Step 5,11v11,Football,Western Football League
Saltash United,2nd,NLS 5-6,Open,Adult,Male,NonDisability,Step 7,11v11,Football,St Piran Football League
Saltash United,3rd,NLS 5-6,Open,Adult,Male,NonDisability,Non-NLS,11v11,Football,St Piran Football League
Saltash United,Championship,NLS 5-6,Open,Adult,Mixed,PanDisability,Non-NLS,5v5,Football,Cornwall disAbility Football League
Saltash United,Premier,NLS 5-6,Open,Adult,Male,PanDisability,Non-NLS,5v5,Football,Cornwall disAbility Football League
"
15,Cornwall FA,West,Saltash United Juniors,77309,In Progress,2,25,21-30,Club,GRF,Child,77308.0,90e670e1-1480-e311-8b4d-001e4f28882a,WARFELTON SPORTS FIELD,CALLINGTON ROAD,SALTASH,Cornwall,PL12 6DX,6007860,-4.218262133333333,50.4098482,E04011519,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Saltash United Juniors, Ashes,GRF,U11,Youth,Mixed,NonDisability,Non-NLS,9v9,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors, Bulldogs,GRF,U10,Youth,Mixed,NonDisability,Non-NLS,7v7,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors, Panthers,GRF,U13,Youth,Mixed,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors, Tamar,GRF,U12,Youth,Mixed,NonDisability,Non-NLS,9v9,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Cobras,GRF,U9,Youth,Mixed,NonDisability,Non-NLS,7v7,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Dragons,GRF,U18,Youth,Male,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Dynamos,GRF,U7,Youth,Mixed,NonDisability,Non-NLS,5v5,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Eagles,GRF,U14,Youth,Mixed,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Flames,GRF,U14,Youth,Female,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Hurricanes,GRF,U15,Youth,Mixed,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Jaguars,GRF,U13,Youth,Mixed,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Lionesses,GRF,U12,Youth,Female,NonDisability,Non-NLS,9v9,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Pythons,GRF,U11,Youth,Mixed,NonDisability,Non-NLS,9v9,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Raiders,GRF,U18,Youth,Male,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Rebels,GRF,U6,Youth,Mixed,NonDisability,Non-NLS,Development,Football,
Saltash United Juniors,Reds,GRF,U8,Youth,Mixed,NonDisability,Non-NLS,5v5,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Saints,GRF,U9,Youth,Male,NonDisability,Non-NLS,7v7,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Sharks,GRF,U7,Youth,Mixed,NonDisability,Non-NLS,5v5,Football,
Saltash United Juniors,Strikers,GRF,U8,Youth,Mixed,NonDisability,Non-NLS,5v5,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Tigers,GRF,U18,Youth,Mixed,NonDisability,Non-NLS,11v11,Football,Cornwall Youth Football League
Saltash United Juniors,Titans,GRF,U10,Youth,Male,NonDisability,Non-NLS,7v7,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Trematon,GRF,U12,Youth,Mixed,NonDisability,Non-NLS,9v9,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Warriors,GRF,U16,Youth,Male,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Wildcats,GRF,U16,Youth,Female,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
Saltash United Juniors,Wolves,GRF,U15,Youth,Mixed,NonDisability,Non-NLS,11v11,Football,Adrenalin Devon Junior & Minor League
"
16,Cornwall FA,West,Saltash United Women,90443,In Progress,2,1,1-4,Club,GRF,Child,77308.0,a36616c2-89dc-ea11-b3cf-005056bc2dbb,WATERWAYS STADIUM,KIMBERLEY STADIUM CALLINGTON ROAD,SALTASH,Cornwall,PL12 6DX,6007766,-4.2172621333333336,50.4098482,E04011519,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Saltash United Women,1st,GRF,Open,Adult,Female,NonDisability,Tier 6 Womens Regional Leagues Other,11v11,Football,South West Women's Football League
"
17,Cornwall FA,West,Saltash Borough,78762,Accredited,1,1,1-4,Club,GRF,Parent,,d38c71db-1480-e311-8b4d-001e4f28882a,SALTMILL PARK,"SALTMILL ALL WEATHER PITCH, CHANGING ROOMS AND PREMISES SALT MILL",SALTASH,Cornwall,PL12 6LG,1042281,-4.21594,50.41517,E04011519,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Saltash Borough,1st,GRF,Open,Adult,Male,NonDisability,Step 7,11v11,Football,St Piran Football League
"
18,Cornwall FA,West,Saltash Borough Veterans,89725,Accredited,1,1,1-4,Club,GRF,Child,78762.0,71ba5c19-56b5-ea11-b3cf-005056bc2dbb,SALTMILL PARK,"SALTMILL ALL WEATHER PITCH, CHANGING ROOMS AND PREMISES SALT MILL",SALTASH,Cornwall,PL12 6LG,1042281,-4.2149399999999995,50.41517,E04011519,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Saltash Borough Veterans,1st,GRF,Veterans,Adult,Male,NonDisability,Non-NLS,11v11,Football,Cornwall Veterans League
"
19,Cornwall FA,West,Saltash Borough Women,87151,Accredited,1,1,1-4,Club,GRF,Child,78762.0,31591ec0-7974-e811-8915-005056bc2dbb,SALTMILL PARK,"SALTMILL ALL WEATHER PITCH, CHANGING ROOMS AND PREMISES SALT MILL",SALTASH,Cornwall,PL12 6LG,1042281,-4.21394,50.41517,E04011519,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Saltash Borough Women,1st,GRF,Open,Adult,Female,NonDisability,Non-NLS,11v11,Football,Cornwall Women's Football League
"
20,Cornwall FA,West,Southwest Inclusive,108380,Non Accredited,0,1,1-4,Club,GRF,Parent,,c27047d9-9bdf-ee11-8e57-005056bc6f4c,SALTMILL PARK,"SALTMILL ALL WEATHER PITCH, CHANGING ROOMS AND PREMISES SALT MILL",SALTASH,Cornwall,PL12 6LG,1042281,-4.21294,50.41517,E04011519,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Southwest Inclusive,1st,GRF,Open,Adult,Mixed,PanDisability,Non-NLS,5v5,Football,Cornwall disAbility Football League
"
21,Cornwall FA,West,St Dominick,78515,In Progress,1,2,1-4,Club,GRF,Parent,,37e670e1-1480-e311-8b4d-001e4f28882a,ST DOMINICK RECREATION GROUND,,SALTASH,Cornwall,PL12 6SU,6000537,-4.2512826,50.4866998,E04011541,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
St Dominick,1st,GRF,Open,Adult,Male,NonDisability,Non-NLS,11v11,Football,St Piran Football League
St Dominick,2nd,GRF,Open,Adult,Male,NonDisability,Non-NLS,11v11,Football,St Piran Football League
"
22,Cornwall FA,West,Looe Town FC,73289,In Progress,1,4,1-4,Club,GRF,Parent,,df8c71db-1480-e311-8b4d-001e4f28882a,BARBICAN SPORTS FIELD,Barbican Road,Looe,Cornwall,PL13 1NW,6007838,-4.4488,50.36203,E04013066,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Looe Town FC,1st,GRF,Open,Adult,Male,NonDisability,Non-NLS,11v11,Football,St Piran Football League
Looe Town FC,2nd,GRF,Open,Adult,Male,NonDisability,Non-NLS,11v11,Football,St Piran Football League
Looe Town FC,Flexi,GRF,Open,Adult,Male,NonDisability,Non-NLS,11v11,Football,East Cornwall Flexi League
Looe Town FC,Looe Town Veterans,GRF,Veterans,Adult,Male,NonDisability,Non-NLS,11v11,Football,Cornwall Veterans League
"
23,Cornwall FA,West,Looe Town Youth,73290,In Progress,1,6,5-10,Club,GRF,Child,73289.0,8ce670e1-1480-e311-8b4d-001e4f28882a,BARBICAN SPORTS FIELD,Barbican Road,Looe,Cornwall,PL13 1NW,6007838,-4.4478,50.36203,E04013066,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Looe Town Youth,,GRF,U13,Youth,Mixed,NonDisability,Non-NLS,11v11,Football,Cornwall Youth Football League
Looe Town Youth,,GRF,U12,Youth,Male,NonDisability,Non-NLS,9v9,Football,Cornwall Youth Football League
Looe Town Youth,,GRF,U14,Youth,Mixed,NonDisability,Non-NLS,11v11,Football,Cornwall Youth Football League
Looe Town Youth,,GRF,U11,Youth,Mixed,NonDisability,Non-NLS,9v9,Football,Cornwall Youth Football League
Looe Town Youth,,GRF,U7,Youth,Mixed,NonDisability,Non-NLS,5v5,Football,Cornwall Youth Football League
Looe Town Youth,Looe Town U9's,GRF,U9,Youth,Mixed,NonDisability,Non-NLS,7v7,Football,Cornwall Youth Football League
"
24,Cornwall FA,West,Polperro,76097,Accredited,1,1,1-4,Club,GRF,Parent,,fd8c71db-1480-e311-8b4d-001e4f28882a,KILLIGARTH,,Looe,Cornwall,PL13 2JQ,6000390,-4.51103,50.33907,E04013075,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Polperro,1st,GRF,Open,Adult,Male,NonDisability,Step 7,11v11,Football,St Piran Football League
"
25,Cornwall FA,West,Polperro Youth,86306,Accredited,1,2,1-4,Club,GRF,Child,76097.0,f36e4117-e25c-e711-9592-005056bc75a7,KILLIGARTH,,Looe,Cornwall,PL13 2JQ,6000390,-4.5100299999999995,50.33907,E04013075,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Polperro Youth,,GRF,U11,Youth,Mixed,NonDisability,Non-NLS,9v9,Football,Cornwall Youth Football League
Polperro Youth,,GRF,U12,Youth,Mixed,NonDisability,Non-NLS,9v9,Football,Adrenalin Devon Junior & Minor League
"
26,Cornwall FA,West,Lanreath,72742,In Progress,1,2,1-4,Club,GRF,Parent,,d98c71db-1480-e311-8b4d-001e4f28882a,RALLY PARK,,Looe,Cornwall,PL13 2NX,6000840,-4.56121,50.38472,E04011462,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Lanreath,1st,GRF,Open,Adult,Male,NonDisability,Non-NLS,11v11,Football,St Piran Football League
Lanreath,Veterans 1st,GRF,Veterans,Adult,Male,NonDisability,Non-NLS,11v11,Football,Cornwall Veterans League
"
27,Cornwall FA,West,Liskeard Athletic,73071,In Progress,2,3,1-4,Club,NLS 5-6,Parent,,ac9474d5-1480-e311-8b4d-001e4f28882a,LUX PARK,COLDSTYLE ROAD,Liskeard,Cornwall,PL14 3HZ,6015246,-4.4629552,50.4605849,E04013065,"Club Name,Team Name,Club Sub Type,Team Age Group,Adult or Youth Team?,Team Gender,Team Disability Type,Team Football Level,Team Match Category,Team Type,League
Liskeard Athletic,1st,NLS 5-6,Open,Adult,Male,NonDisability,Step 6,11v11,Football,South West Peninsula Football League Ltd
Liskeard Athletic,2nd,NLS 5-6,Open,Adult,Male,NonDisability,Non-NLS,11v11,Football,St Piran Football League
Liskeard Athletic,3rd,NLS 5-6,Open,Adult,Male,NonDisability,Non-NLS,11v11,Football,St Piran Football League
"
